803162,7,80146,80801,3
803162,7,80146,27450,2
803162,7,80146,96740,3
803162,7,80146,74297,1
803162,7,80146,60551,4
803162,7,80146,19688,1
803162,7,80146,115380,2
803162,7,80801,80146,2
803162,7,80801,41705,1
803162,7,80801,20492,5
803162,7,80801,27450,1
803162,7,80801,96740,6
803162,7,80801,74297,7
803162,7,80801,58845,5
803162,7,80801,60551,6
803162,7,80801,19688,5
803162,7,80801,115380,4
803162,7,49207,80801,1
803162,7,49207,96740,1
803162,7,49207,27450,3
803162,7,49207,60551,2
803162,7,49207,19688,1
803162,7,41705,80801,1
803162,7,41705,49207,5
803162,7,41705,20492,1
803162,7,41705,27450,1
803162,7,41705,96740,1
803162,7,41705,74297,1
803162,7,41705,58845,3
803162,7,41705,19688,1
803162,7,41705,115380,5
803162,7,20492,80146,3
803162,7,20492,80801,2
803162,7,20492,41705,1
803162,7,20492,96740,3
803162,7,20492,74297,5
803162,7,20492,60551,3
803162,7,20492,58845,4
803162,7,27450,80801,4
803162,7,27450,49207,3
803162,7,27450,96740,2
803162,7,27450,60551,2
803162,7,27450,42824,1
803162,7,96740,20492,2
803162,7,96740,41705,1
803162,7,96740,60551,8
803162,7,96740,19688,5
803162,7,96740,80146,2
803162,7,96740,80801,6
803162,7,96740,27450,3
803162,7,96740,74297,6
803162,7,96740,58845,2
803162,7,96740,115380,6
803162,7,74297,80146,2
803162,7,74297,80801,4
803162,7,74297,20492,2
803162,7,74297,41705,4
803162,7,74297,96740,3
803162,7,74297,60551,3
803162,7,74297,58845,3
803162,7,74297,115380,2
803162,7,58845,80801,4
803162,7,58845,49207,1
803162,7,58845,41705,1
803162,7,58845,20492,7
803162,7,58845,27450,1
803162,7,58845,96740,5
803162,7,58845,60551,4
803162,7,58845,15073,1
803162,7,58845,19688,1
803162,7,58845,115380,6
803162,7,60551,20492,2
803162,7,60551,96740,3
803162,7,60551,19688,5
803162,7,60551,80146,5
803162,7,60551,80801,3
803162,7,60551,49207,2
803162,7,60551,27450,4
803162,7,60551,74297,6
803162,7,60551,58845,4
803162,7,60551,115380,7
803162,7,42824,80801,1
803162,7,42824,49207,1
803162,7,42824,58845,1
803162,7,42824,60551,2
803162,7,42824,15073,1
803162,7,42824,115380,1
803162,7,15073,80801,1
803162,7,15073,42824,1
803162,7,19688,80146,1
803162,7,19688,80801,7
803162,7,19688,96740,6
803162,7,19688,60551,3
803162,7,19688,115380,4
803162,7,115380,41705,2
803162,7,115380,96740,6
803162,7,115380,60551,2
803162,7,115380,42824,1
803162,7,115380,15073,1
803162,7,115380,19688,7
803162,7,115380,80146,1
803162,7,115380,80801,8
803162,7,115380,49207,1
803162,7,115380,27450,1
803162,7,115380,58845,1
803162,91,15237,59741,3
803162,91,15237,56983,10
803162,91,15237,80498,1
803162,91,15237,78007,5
803162,91,15237,75115,5
803162,91,15237,15149,17
803162,91,15237,40387,11
803162,91,15237,44558,6
803162,91,15237,28378,10
803162,91,15237,41320,9
803162,91,15237,56917,6
803162,91,15237,20037,5
803162,91,40387,15237,10
803162,91,40387,44558,1
803162,91,40387,56983,4
803162,91,40387,28378,5
803162,91,40387,41320,7
803162,91,40387,56917,5
803162,91,40387,75115,1
803162,91,40387,20037,3
803162,91,40387,15149,9
803162,91,44558,15237,2
803162,91,44558,56983,3
803162,91,44558,80498,1
803162,91,44558,41320,1
803162,91,44558,75115,4
803162,91,44558,15149,1
803162,91,59741,15237,1
803162,91,59741,40387,1
803162,91,59741,80498,3
803162,91,59741,41320,2
803162,91,59741,75115,0
803162,91,56983,59741,1
803162,91,56983,80498,1
803162,91,56983,78007,4
803162,91,56983,75115,6
803162,91,56983,15149,15
803162,91,56983,15237,10
803162,91,56983,40387,4
803162,91,56983,44558,2
803162,91,56983,28378,1
803162,91,56983,41320,1
803162,91,56983,20037,2
803162,91,56983,18726,1
803162,91,28378,15237,7
803162,91,28378,40387,8
803162,91,28378,56983,4
803162,91,28378,41320,1
803162,91,28378,56917,6
803162,91,28378,75115,2
803162,91,28378,18726,1
803162,91,28378,15149,17
803162,91,80498,15237,2
803162,91,80498,44558,1
803162,91,80498,59741,1
803162,91,80498,56983,1
803162,91,80498,15149,2
803162,91,78007,15237,1
803162,91,78007,40387,1
803162,91,78007,56983,3
803162,91,78007,56917,1
803162,91,78007,20037,2
803162,91,78007,75115,2
803162,91,78007,15149,1
803162,91,41320,59741,4
803162,91,41320,56983,1
803162,91,41320,80498,1
803162,91,41320,78007,3
803162,91,41320,75115,2
803162,91,41320,15149,1
803162,91,41320,15237,6
803162,91,41320,40387,7
803162,91,41320,44558,2
803162,91,41320,28378,1
803162,91,41320,41320,1
803162,91,41320,56917,9
803162,91,41320,20037,9
803162,91,56917,15237,6
803162,91,56917,40387,2
803162,91,56917,56983,6
803162,91,56917,28378,4
803162,91,56917,80498,1
803162,91,56917,78007,3
803162,91,56917,41320,16
803162,91,56917,15149,4
803162,91,56917,18726,1
803162,91,75115,15237,1
803162,91,75115,40387,1
803162,91,75115,44558,1
803162,91,75115,59741,1
803162,91,75115,56983,5
803162,91,75115,78007,1
803162,91,75115,41320,1
803162,91,75115,15149,2
803162,91,20037,15237,6
803162,91,20037,40387,3
803162,91,20037,56983,2
803162,91,20037,78007,2
803162,91,20037,41320,5
803162,91,18726,15237,1
803162,91,18726,44558,1
803162,91,18726,56983,2
803162,91,18726,28378,4
803162,91,18726,41320,1
803162,91,18726,56917,4
803162,91,18726,75115,1
803162,91,15149,56983,14
803162,91,15149,78007,2
803162,91,15149,75115,2
803162,91,15149,15237,22
803162,91,15149,40387,6
803162,91,15149,44558,2
803162,91,15149,28378,7
803162,91,15149,41320,1
803162,91,15149,56917,8
803162,91,15149,20037,3
803162,91,15149,18726,2
803163,31,20529,50471,1
803163,31,20529,27341,1
803163,31,20529,49438,1
803163,31,20529,7906,1
803163,31,20529,55494,3
803163,31,20529,19197,1
803163,31,50471,20529,1
803163,31,50471,79228,2
803163,31,50471,27341,7
803163,31,50471,55452,3
803163,31,50471,82403,2
803163,31,50471,7906,2
803163,31,50471,55494,2
803163,31,50471,19197,2
803163,31,79228,55452,2
803163,31,79228,59115,1
803163,31,79228,82403,8
803163,31,79228,58376,1
803163,31,79228,7906,3
803163,31,79228,55494,0
803163,31,27341,50471,4
